Timestamp,State,Altitude,Temperature,Pressure,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Latitude,Longitude,ParachuteDeployed,HasReachedApogee,Landed
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.36429902788713475,0.16398178574796396,9.739728485609648,0.0,0.0,0.0,40.712791710828114,-74.00599262351275,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.4239290886978766,0.12873117497484055,9.861184619471539,0.0,0.0,0.0,40.712784608786386,-74.00599605991582,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.1333460190446104,0.2819958376748538,9.863577652544256,0.0,0.0,0.0,40.71276390224731,-74.00602814277518,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.460091821806238,-0.06051455191748045,9.742870583801928,0.0,0.0,0.0,40.71275007089792,-74.006030447536,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.22508433135964445,-0.30529802212636015,9.881547420937766,0.0,0.0,0.0,40.71274540362528,-74.00600930816806,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.4119957620607754,-0.44396564480262,9.718470435685344,0.0,0.0,0.0,40.71276007835897,-74.00603562515825,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.41064152337393833,-0.21981170291514518,9.847862998276923,0.0,0.0,0.0,40.712755947068864,-74.00603986236332,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.3130394175557144,0.3230916588565821,9.830627430584137,0.0,0.0,0.0,40.71275926004626,-74.00604635286274,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.23251074418548356,-0.3838036083666151,9.779070317282027,0.0,0.0,0.0,40.712763641523246,-74.0060482989994,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.02157688649537015,0.3582089343870035,9.750339296895662,0.0,0.0,0.0,40.712769887979064,-74.00604148938638,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.1250982037530869,0.1836309976124717,9.711525121812548,0.0,0.0,0.0,40.71277466424941,-74.00604169662881,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.3664521675835516,-0.39445143705180574,9.731229593723956,0.0,0.0,0.0,40.71277564026381,-74.00604191902141,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.09987925115010277,0.4081611616580588,9.731415041422396,0.0,0.0,0.0,40.71277925458598,-74.00604425027858,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.2984423418495903,0.3193075142843832,9.817801627839264,0.0,0.0,0.0,40.71278739438845,-74.0060523793741,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.08675829795849577,-0.31956366851659535,9.882890216189976,0.0,0.0,0.0,40.71279206029217,-74.00605815627333,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.09654001741708296,0.07366490494450517,9.883070912501163,0.0,0.0,0.0,40.71280790347336,-74.00605576480402,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.1784853301774516,0.37802012756337366,9.73601623774953,0.0,0.0,0.0,40.71280365072834,-74.0060566306287,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.2838754333451369,0.17493301340841916,9.828988563805911,0.0,0.0,0.0,40.71280651876278,-74.00605473940931,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.14492559461314658,0.35951073781618237,9.771002685443781,0.0,0.0,0.0,40.71282078398067,-74.00606874064161,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.3196363237126377,-0.43951125325851526,9.788895844585214,0.0,0.0,0.0,40.712818768810465,-74.00606074254466,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.3874881234231725,-0.0656385920519188,9.749444322476704,0.0,0.0,0.0,40.71281467085235,-74.00607196144678,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.14422720563284697,0.44923192631611875,9.872248900705626,0.0,0.0,0.0,40.71281597647607,-74.0060660463785,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.04018469586414941,0.3864946357281194,9.794830494761491,0.0,0.0,0.0,40.71280690856245,-74.00605364075932,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.36542328390363943,-0.45270988400956735,9.772960192882735,0.0,0.0,0.0,40.71278910270246,-74.0060506969937,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.12869006450010134,0.0002744135521963731,9.783313397456311,0.0,0.0,0.0,40.7128080449703,-74.00603704844848,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.22074784487442567,0.2832719011120871,9.734029833831539,0.0,0.0,0.0,40.712818687461734,-74.00604800785308,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.28432882659394854,0.4275959454091264,9.723681627830729,0.0,0.0,0.0,40.71281468300483,-74.00604173717632,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.4763563593663148,0.4601161729771871,9.701021309728986,0.0,0.0,0.0,40.71280958406371,-74.00602278335431,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,0.3576258547394149,0.3890418506845573,9.752101658475105,0.0,0.0,0.0,40.71281994725142,-74.00601564016617,False,False,False
17:49:17.106,IDLE,0.0,20.0,1013.25,-0.4436536510467711,-0.11286949579108296,9.87873349418171,0.0,0.0,0.0,40.71282830595734,-74.0060096141511,False,False,False
